orth11046: Bcur|XP_011197057.1 Bdor|XP_011203026.1 Bole|XP_014088718.1 Ccap|XP_004536939.1
orth3754: Bcur|XP_011180319.1 Bdor|XP_011198985.1 Bole|XP_014087398.1 Ccap|XP_004531426.1
orth3755: Bcur|XP_011180321.1 Bdor|XP_011198984.1 Bole|XP_014087396.1 Ccap|XP_004531428.1
orth7079: Bcur|XP_011187928.1 Bdor|XP_011209120.1 Bole|XP_014096572.1 Ccap|XP_004534588.1
orth10144: Bcur|XP_011194894.1 Bdor|XP_011198929.1 Bole|XP_014098773.1 Ccap|XP_004524403.2
orth7078: Bcur|XP_011187924.1 Bdor|XP_011209121.1 Bole|XP_014096584.1 Ccap|XP_004534590.1
orth10145: Bcur|XP_011194895.1 Bdor|XP_011206494.1 Bole|XP_014100533.1 Ccap|XP_004519422.1
orth10146: Bcur|XP_011194897.1 Bdor|XP_011214204.1 Bole|XP_014097079.1 Ccap|XP_004519381.1
orth10147: Bcur|XP_011194898.1 Bdor|XP_011214756.1 Bole|XP_014098994.1 Ccap|XP_004524316.1
orth10140: Bcur|XP_011194883.1 Bdor|XP_011203622.1 Bole|XP_014098172.1 Ccap|XP_012162547.1
orth10141: Bcur|XP_011194884.1 Bdor|XP_011204471.1 Bole|XP_014097103.1 Ccap|XP_004523222.1
orth10593: Bcur|XP_011196015.1 Bdor|XP_011213817.1 Bole|XP_014094912.1 Ccap|XP_004525496.1
orth10592: Bcur|XP_011196013.1 Bdor|XP_011201990.1 Bole|XP_014098248.1 Ccap|XP_004525482.1
orth10591: Bcur|XP_011196011.1 Bdor|XP_011201987.1 Bole|XP_014098244.1 Ccap|XP_004525484.1
orth10590: Bcur|XP_011196009.1 Bdor|XP_011201988.1 Bole|XP_014098245.1 Ccap|XP_004525485.1
orth10597: Bcur|XP_011196020.1 Bdor|XP_011201980.1 Bole|XP_014094914.1 Ccap|XP_004525491.1
orth10142: Bcur|XP_011194885.1 Bdor|XP_011201347.1 Bole|XP_014097913.1 Ccap|XP_004536789.1
orth10595: Bcur|XP_011196018.1 Bdor|XP_011204728.1 Bole|XP_014086325.1 Ccap|XP_004522364.1
orth10594: Bcur|XP_011196016.1 Bdor|XP_011213818.1 Bole|XP_014094910.1 Ccap|XP_004525494.1
orth10599: Bcur|XP_011196022.1 Bdor|XP_011201983.1 Bole|XP_014094918.1 Ccap|XP_004525489.1
orth10143: Bcur|XP_011194890.1 Bdor|XP_011200588.1 Bole|XP_014097765.1 Ccap|XP_012158692.1
orth7299: Bcur|XP_011188381.1 Bdor|XP_011207229.1 Bole|XP_014100075.1 Ccap|XP_004531626.1
orth7298: Bcur|XP_011188378.1 Bdor|XP_011207215.1 Bole|XP_014100076.1 Ccap|XP_004531625.1
orth10149: Bcur|XP_011194902.1 Bdor|XP_011204380.1 Bole|XP_014088967.1 Ccap|XP_004536777.1
orth3675: Bcur|XP_011180162.1 Bdor|XP_011197837.1 Bole|XP_014085303.1 Ccap|XP_004522981.2
orth3674: Bcur|XP_011180160.1 Bdor|XP_011204994.1 Bole|XP_014099510.1 Ccap|XP_004518764.2
orth3677: Bcur|XP_011180170.1 Bdor|XP_011213319.1 Bole|XP_014097172.1 Ccap|XP_004520318.1
orth3676: Bcur|XP_011180168.1 Bdor|XP_011204922.1 Bole|XP_014091043.1 Ccap|XP_012155626.1
orth3671: Bcur|XP_011180144.1 Bdor|XP_011197853.1 Bole|XP_014085258.1 Ccap|XP_012155941.1
orth3670: Bcur|XP_011180142.1 Bdor|XP_011197860.1 Bole|XP_014085298.1 Ccap|XP_004522929.1
orth3673: Bcur|XP_011180155.1 Bdor|XP_011197838.1 Bole|XP_014085259.1 Ccap|XP_012155946.1
orth3672: Bcur|XP_011180146.1 Bdor|XP_011197850.1 Bole|XP_014085274.1 Ccap|XP_004522931.1
orth3679: Bcur|XP_011180172.1 Bdor|XP_011213230.1 Bole|XP_014097181.1 Ccap|XP_004520316.1
orth3678: Bcur|XP_011180171.1 Bdor|XP_011213228.1 Bole|XP_014097180.1 Ccap|XP_004520317.1
orth7318: Bcur|XP_011188406.1 Bdor|XP_011202023.1 Bole|XP_014087972.1 Ccap|XP_004527206.1
orth7319: Bcur|XP_011188407.1 Bdor|XP_011202022.1 Bole|XP_014087994.1 Ccap|XP_004527204.1
orth3931: Bcur|XP_011180657.1 Bdor|XP_011210764.1 Bole|XP_014093366.1 Ccap|XP_012159384.1
orth3936: Bcur|XP_011180667.1 Bdor|XP_011200859.1 Bole|XP_014099060.1 Ccap|XP_004519901.1
orth3937: Bcur|XP_011180668.1 Bdor|XP_011200860.1 Bole|XP_014099059.1 Ccap|XP_004519903.1
orth3934: Bcur|XP_011180665.1 Bdor|XP_011200855.1 Bole|XP_014099061.1 Ccap|XP_012162781.1
orth3935: Bcur|XP_011180666.1 Bdor|XP_011200858.1 Bole|XP_014099051.1 Ccap|XP_004519908.1
orth7178: Bcur|XP_011188146.1 Bdor|XP_011206227.1 Bole|XP_014097111.1 Ccap|XP_012158551.1
orth7179: Bcur|XP_011188149.1 Bdor|XP_011205650.1 Bole|XP_014097148.1 Ccap|XP_012158546.1
orth7172: Bcur|XP_011188135.1 Bdor|XP_011206252.1 Bole|XP_014097487.1 Ccap|XP_004529342.1
orth7173: Bcur|XP_011188136.1 Bdor|XP_011213197.1 Bole|XP_014098420.1 Ccap|XP_004529147.1
orth7170: Bcur|XP_011188124.1 Bdor|XP_011206324.1 Bole|XP_014096543.1 Ccap|XP_012158676.1
orth7171: Bcur|XP_011188130.1 Bdor|XP_011206272.1 Bole|XP_014097182.1 Ccap|XP_004529343.1
orth7176: Bcur|XP_011188144.1 Bdor|XP_011213200.1 Bole|XP_014098754.1 Ccap|XP_012158555.1
orth7177: Bcur|XP_011188145.1 Bdor|XP_011205660.1 Bole|XP_014096846.1 Ccap|XP_004529143.1
orth7174: Bcur|XP_011188137.1 Bdor|XP_011213202.1 Bole|XP_014096558.1 Ccap|XP_004529341.1
orth7175: Bcur|XP_011188142.1 Bdor|XP_011201268.1 Bole|XP_014095918.1 Ccap|XP_012155589.1
orth7291: Bcur|XP_011188370.1 Bdor|XP_011201213.1 Bole|XP_014093387.1 Ccap|XP_004522200.1
orth10848: Bcur|XP_011196625.1 Bdor|XP_011209813.1 Bole|XP_014097662.1 Ccap|XP_004522693.1
orth4379: Bcur|XP_011181672.1 Bdor|XP_011214048.1 Bole|XP_014100459.1 Ccap|XP_004527384.1
orth4378: Bcur|XP_011181671.1 Bdor|XP_011214050.1 Bole|XP_014100458.1 Ccap|XP_004527382.1
orth4371: Bcur|XP_011181658.1 Bdor|XP_011213681.1 Bole|XP_014095967.1 Ccap|XP_004527374.1
orth4370: Bcur|XP_011181656.1 Bdor|XP_011214134.1 Bole|XP_014100340.1 Ccap|XP_004537929.1
orth4373: Bcur|XP_011181661.1 Bdor|XP_011213678.1 Bole|XP_014095966.1 Ccap|XP_012158333.1
orth4372: Bcur|XP_011181660.1 Bdor|XP_011213677.1 Bole|XP_014095965.1 Ccap|XP_004527469.1
orth4375: Bcur|XP_011181666.1 Bdor|XP_011213673.1 Bole|XP_014095960.1 Ccap|XP_004527379.1
orth4374: Bcur|XP_011181664.1 Bdor|XP_011213676.1 Bole|XP_014095973.1 Ccap|XP_004527377.1
orth4377: Bcur|XP_011181668.1 Bdor|XP_011213671.1 Bole|XP_014098742.1 Ccap|XP_012158334.1
orth4376: Bcur|XP_011181667.1 Bdor|XP_011213672.1 Bole|XP_014095969.1 Ccap|XP_004527380.1
orth8346: Bcur|XP_011190553.1 Bdor|XP_011199279.1 Bole|XP_014090533.1 Ccap|XP_004533912.1
orth7710: Bcur|XP_011189221.1 Bdor|XP_011197323.1 Bole|XP_014094093.1 Ccap|XP_012156708.1
orth8347: Bcur|XP_011190555.1 Bdor|XP_011199277.1 Bole|XP_014090542.1 Ccap|XP_004534027.1
orth7711: Bcur|XP_011189223.1 Bdor|XP_011197319.1 Bole|XP_014094087.1 Ccap|XP_004524445.1
orth8357: Bcur|XP_011190586.1 Bdor|XP_011209069.1 Bole|XP_014089245.1 Ccap|XP_004534550.1
orth8356: Bcur|XP_011190581.1 Bdor|XP_011209075.1 Bole|XP_014089235.1 Ccap|XP_004534552.1
orth8355: Bcur|XP_011190578.1 Bdor|XP_011209077.1 Bole|XP_014089243.1 Ccap|XP_004534556.1
orth8354: Bcur|XP_011190577.1 Bdor|XP_011205749.1 Bole|XP_014088520.1 Ccap|XP_004537732.1
orth4159: Bcur|XP_011181167.1 Bdor|XP_011212248.1 Bole|XP_014097385.1 Ccap|XP_012155454.1
orth4158: Bcur|XP_011181165.1 Bdor|XP_011212249.1 Bole|XP_014097384.1 Ccap|XP_004521967.1
orth8351: Bcur|XP_011190564.1 Bdor|XP_011199272.1 Bole|XP_014088387.1 Ccap|XP_004533922.1
orth8350: Bcur|XP_011190561.1 Bdor|XP_011199290.1 Bole|XP_014090537.1 Ccap|XP_004533921.1
orth4155: Bcur|XP_011181143.1 Bdor|XP_011212267.1 Bole|XP_014099626.1 Ccap|XP_004534404.1
orth4154: Bcur|XP_011181142.1 Bdor|XP_011212269.1 Bole|XP_014099627.1 Ccap|XP_004534459.1
orth4157: Bcur|XP_011181162.1 Bdor|XP_011212252.1 Bole|XP_014097380.1 Ccap|XP_012155459.1
orth4156: Bcur|XP_011181154.1 Bdor|XP_011212260.1 Bole|XP_014101362.1 Ccap|XP_004534456.1
orth4151: Bcur|XP_011181136.1 Bdor|XP_011212272.1 Bole|XP_014101141.1 Ccap|XP_004534405.1
orth4150: Bcur|XP_011181134.1 Bdor|XP_011212274.1 Bole|XP_014101050.1 Ccap|XP_012160559.1
orth4153: Bcur|XP_011181141.1 Bdor|XP_011212270.1 Bole|XP_014099628.1 Ccap|XP_004534403.1
orth4152: Bcur|XP_011181140.1 Bdor|XP_011212266.1 Bole|XP_014100622.1 Ccap|XP_012160551.1
orth7646: Bcur|XP_011189103.1 Bdor|XP_011201019.1 Bole|XP_014087976.1 Ccap|XP_012161449.1
orth5208: Bcur|XP_011183596.1 Bdor|XP_011210805.1 Bole|XP_014093347.1 Ccap|XP_012159412.1
orth5209: Bcur|XP_011183602.1 Bdor|XP_011210811.1 Bole|XP_014093328.1 Ccap|XP_004530835.1
orth5206: Bcur|XP_011183582.1 Bdor|XP_011210802.1 Bole|XP_014093317.1 Ccap|XP_012159410.1
orth5207: Bcur|XP_011183594.1 Bdor|XP_011211072.1 Bole|XP_014093316.1 Ccap|XP_012159461.1
orth5204: Bcur|XP_011183580.1 Bdor|XP_011210803.1 Bole|XP_014093321.1 Ccap|XP_004530830.1
orth5205: Bcur|XP_011183581.1 Bdor|XP_011212977.1 Bole|XP_014089389.1 Ccap|XP_012157977.1
orth5202: Bcur|XP_011183574.1 Bdor|XP_011200119.1 Bole|XP_014091648.1 Ccap|XP_012159805.1
orth5203: Bcur|XP_011183579.1 Bdor|XP_011210796.1 Bole|XP_014093364.1 Ccap|XP_004530823.1
orth5200: Bcur|XP_011183568.1 Bdor|XP_011200074.1 Bole|XP_014091661.1 Ccap|XP_012159642.1
orth5201: Bcur|XP_011183569.1 Bdor|XP_011200075.1 Bole|XP_014091662.1 Ccap|XP_004531198.1
orth7717: Bcur|XP_011189240.1 Bdor|XP_011210922.1 Bole|XP_014093729.1 Ccap|XP_004520902.1
orth6333: Bcur|XP_011186302.1 Bdor|XP_011207235.1 Bole|XP_014093278.1 Ccap|XP_004535775.1
orth6332: Bcur|XP_011186299.1 Bdor|XP_011207234.1 Bole|XP_014093290.1 Ccap|XP_004535774.1
orth6331: Bcur|XP_011186296.1 Bdor|XP_011207230.1 Bole|XP_014093291.1 Ccap|XP_004535770.1
orth6446: Bcur|XP_011186521.1 Bdor|XP_011201598.1 Bole|XP_014097208.1 Ccap|XP_004535266.1
orth6441: Bcur|XP_011186515.1 Bdor|XP_011212804.1 Bole|XP_014095244.1 Ccap|XP_012156763.1
orth6336: Bcur|XP_011186306.1 Bdor|XP_011212828.1 Bole|XP_014095147.1 Ccap|XP_004524520.1
orth6443: Bcur|XP_011186518.1 Bdor|XP_011201605.1 Bole|XP_014097538.1 Ccap|XP_004535274.1
orth6442: Bcur|XP_011186516.1 Bdor|XP_011201609.1 Bole|XP_014097206.1 Ccap|XP_004535272.1
orth9008: Bcur|XP_011191927.1 Bdor|XP_011210669.1 Bole|XP_014086968.1 Ccap|XP_004521819.1
orth9009: Bcur|XP_011191928.1 Bdor|XP_011210668.1 Bole|XP_014086898.1 Ccap|XP_004521818.1
orth9000: Bcur|XP_011191916.1 Bdor|XP_011212994.1 Bole|XP_014086221.1 Ccap|XP_004533203.1
orth9001: Bcur|XP_011191917.1 Bdor|XP_011210676.1 Bole|XP_014086854.1 Ccap|XP_004521828.1
orth9002: Bcur|XP_011191918.1 Bdor|XP_011210672.1 Bole|XP_014086957.1 Ccap|XP_004521825.1
orth9003: Bcur|XP_011191920.1 Bdor|XP_011210674.1 Bole|XP_014086956.1 Ccap|XP_004521827.1
orth9004: Bcur|XP_011191921.1 Bdor|XP_011210671.1 Bole|XP_014086839.1 Ccap|XP_004521824.1
orth9005: Bcur|XP_011191922.1 Bdor|XP_011210673.1 Bole|XP_014086876.1 Ccap|XP_004521823.2
orth9006: Bcur|XP_011191924.1 Bdor|XP_011210675.1 Bole|XP_014086840.1 Ccap|XP_004521822.1
orth9007: Bcur|XP_011191925.1 Bdor|XP_011202964.1 Bole|XP_014093985.1 Ccap|XP_004518726.1
orth6448: Bcur|XP_011186524.1 Bdor|XP_011201602.1 Bole|XP_014097219.1 Ccap|XP_004535269.1
orth2001: Bcur|XP_011176511.1 Bdor|XP_011208187.1 Bole|XP_014097060.1 Ccap|XP_004537277.1
orth2000: Bcur|XP_011176510.1 Bdor|XP_011208055.1 Bole|XP_014089322.1 Ccap|XP_004522295.1
orth2003: Bcur|XP_011176513.1 Bdor|XP_011208181.1 Bole|XP_014097048.1 Ccap|XP_004537100.1
orth2002: Bcur|XP_011176512.1 Bdor|XP_011208182.1 Bole|XP_014097046.1 Ccap|XP_004537101.1
orth2005: Bcur|XP_011176516.1 Bdor|XP_011208175.1 Bole|XP_014093934.1 Ccap|XP_004537096.1
orth2004: Bcur|XP_011176514.1 Bdor|XP_011208174.1 Bole|XP_014093936.1 Ccap|XP_004537095.1
orth2007: Bcur|XP_011176520.1 Bdor|XP_011208180.1 Bole|XP_014093929.1 Ccap|XP_004537099.1
orth2006: Bcur|XP_011176517.1 Bdor|XP_011208176.1 Bole|XP_014093931.1 Ccap|XP_004537097.1
orth2009: Bcur|XP_011176525.1 Bdor|XP_011208172.1 Bole|XP_014093947.1 Ccap|XP_012161988.1
orth2008: Bcur|XP_011176524.1 Bdor|XP_011208173.1 Bole|XP_014093928.1 Ccap|XP_004537274.1
orth7785: Bcur|XP_011189389.1 Bdor|XP_011199961.1 Bole|XP_014100322.1 Ccap|XP_004521701.1
orth7784: Bcur|XP_011189388.1 Bdor|XP_011199954.1 Bole|XP_014100612.1 Ccap|XP_004521703.1
orth7787: Bcur|XP_011189393.1 Bdor|XP_011213040.1 Bole|XP_014097314.1 Ccap|XP_004522996.1
orth7786: Bcur|XP_011189390.1 Bdor|XP_011199952.1 Bole|XP_014098688.1 Ccap|XP_004521671.1
orth7781: Bcur|XP_011189380.1 Bdor|XP_011213038.1 Bole|XP_014097309.1 Ccap|XP_012155961.1
orth7780: Bcur|XP_011189378.1 Bdor|XP_011199947.1 Bole|XP_014100246.1 Ccap|XP_012155305.1
orth7783: Bcur|XP_011189385.1 Bdor|XP_011199957.1 Bole|XP_014099631.1 Ccap|XP_004521702.1
orth7782: Bcur|XP_011189381.1 Bdor|XP_011199948.1 Bole|XP_014098687.1 Ccap|XP_004521674.1
orth7789: Bcur|XP_011189395.1 Bdor|XP_011210071.1 Bole|XP_014103211.1 Ccap|XP_004531537.1
orth7788: Bcur|XP_011189394.1 Bdor|XP_011210113.1 Bole|XP_014103183.1 Ccap|XP_004531536.1
orth8511: Bcur|XP_011190895.1 Bdor|XP_011207537.1 Bole|XP_014100379.1 Ccap|XP_004535742.1
orth8510: Bcur|XP_011190891.1 Bdor|XP_011207535.1 Bole|XP_014100377.1 Ccap|XP_004535973.1
orth8513: Bcur|XP_011190900.1 Bdor|XP_011207538.1 Bole|XP_014100378.1 Ccap|XP_004535743.1
orth8512: Bcur|XP_011190897.1 Bdor|XP_011207605.1 Bole|XP_014099873.1 Ccap|XP_012157544.1
orth8515: Bcur|XP_011190907.1 Bdor|XP_011209916.1 Bole|XP_014091426.1 Ccap|XP_012155614.1
orth8514: Bcur|XP_011190903.1 Bdor|XP_011207543.1 Bole|XP_014099877.1 Ccap|XP_004525983.1
orth8517: Bcur|XP_011190910.1 Bdor|XP_011207549.1 Bole|XP_014097016.1 Ccap|XP_004525976.1
orth8516: Bcur|XP_011190909.1 Bdor|XP_011207550.1 Bole|XP_014097017.1 Ccap|XP_004525975.1
orth8519: Bcur|XP_011190912.1 Bdor|XP_011207606.1 Bole|XP_014097026.1 Ccap|XP_004526067.1
orth8518: Bcur|XP_011190911.1 Bdor|XP_011207548.1 Bole|XP_014097015.1 Ccap|XP_004525978.1
orth6788: Bcur|XP_011187276.1 Bdor|XP_011213868.1 Bole|XP_014090124.1 Ccap|XP_004525051.1
orth6789: Bcur|XP_011187277.1 Bdor|XP_011213870.1 Bole|XP_014090125.1 Ccap|XP_004525052.1
orth6838: Bcur|XP_011187388.1 Bdor|XP_011200774.1 Bole|XP_014089624.1 Ccap|XP_004524655.1
orth6839: Bcur|XP_011187389.1 Bdor|XP_011200773.1 Bole|XP_014089623.1 Ccap|XP_012156826.1
orth6782: Bcur|XP_011187257.1 Bdor|XP_011214300.1 Bole|XP_014094405.1 Ccap|XP_004522135.1
orth6783: Bcur|XP_011187267.1 Bdor|XP_011213859.1 Bole|XP_014090150.1 Ccap|XP_012157007.1
orth6780: Bcur|XP_011187250.1 Bdor|XP_011213854.1 Bole|XP_014090155.1 Ccap|XP_012157015.1
orth6781: Bcur|XP_011187254.1 Bdor|XP_011208370.1 Bole|XP_014090146.1 Ccap|XP_004525039.1
orth6786: Bcur|XP_011187274.1 Bdor|XP_011213863.1 Bole|XP_014090161.1 Ccap|XP_004525046.1
orth6787: Bcur|XP_011187275.1 Bdor|XP_011213866.1 Bole|XP_014090163.1 Ccap|XP_004525048.1
orth6784: Bcur|XP_011187268.1 Bdor|XP_011213860.1 Bole|XP_014090167.1 Ccap|XP_012157028.1
orth6785: Bcur|XP_011187273.1 Bdor|XP_011213862.1 Bole|XP_014090121.1 Ccap|XP_004525045.1
orth8638: Bcur|XP_011191142.1 Bdor|XP_011212427.1 Bole|XP_014086427.1 Ccap|XP_004519295.1
orth8639: Bcur|XP_011191143.1 Bdor|XP_011212424.1 Bole|XP_014087090.1 Ccap|XP_012162483.1
orth8634: Bcur|XP_011191136.1 Bdor|XP_011202008.1 Bole|XP_014086880.1 Ccap|XP_012158241.1
orth8635: Bcur|XP_011191138.1 Bdor|XP_011202006.1 Bole|XP_014086564.1 Ccap|XP_012158240.1
orth8636: Bcur|XP_011191140.1 Bdor|XP_011212430.1 Bole|XP_014086196.1 Ccap|XP_012158260.1
orth8637: Bcur|XP_011191141.1 Bdor|XP_011212429.1 Bole|XP_014086808.1 Ccap|XP_004519294.1
orth8630: Bcur|XP_011191131.1 Bdor|XP_011202361.1 Bole|XP_014102337.1 Ccap|XP_012156472.1
orth8631: Bcur|XP_011191133.1 Bdor|XP_011202397.1 Bole|XP_014102350.1 Ccap|XP_004523986.1
orth8632: Bcur|XP_011191134.1 Bdor|XP_011202362.1 Bole|XP_014102321.1 Ccap|XP_004523985.1
orth8633: Bcur|XP_011191135.1 Bdor|XP_011202007.1 Bole|XP_014088327.1 Ccap|XP_012158242.1
orth9165: Bcur|XP_011192303.1 Bdor|XP_011203475.1 Bole|XP_014085816.1 Ccap|XP_004534222.1
orth6168: Bcur|XP_011185921.1 Bdor|XP_011213589.1 Bole|XP_014088202.1 Ccap|XP_004523551.1
orth6169: Bcur|XP_011185922.1 Bdor|XP_011213599.1 Bole|XP_014088085.1 Ccap|XP_004523548.2
orth6166: Bcur|XP_011185917.1 Bdor|XP_011213574.1 Bole|XP_014088155.1 Ccap|XP_012156216.1
orth6167: Bcur|XP_011185920.1 Bdor|XP_011213565.1 Bole|XP_014088169.1 Ccap|XP_004523555.1
orth6164: Bcur|XP_011185914.1 Bdor|XP_011212867.1 Bole|XP_014095258.1 Ccap|XP_004524598.1
orth6165: Bcur|XP_011185916.1 Bdor|XP_011213568.1 Bole|XP_014088209.1 Ccap|XP_004523556.1
orth6162: Bcur|XP_011185904.1 Bdor|XP_011213579.1 Bole|XP_014088141.1 Ccap|XP_004523565.1
orth6163: Bcur|XP_011185913.1 Bdor|XP_011213577.1 Bole|XP_014088170.1 Ccap|XP_004523564.1
orth6160: Bcur|XP_011185901.1 Bdor|XP_011212870.1 Bole|XP_014094702.1 Ccap|XP_004524496.1
orth6161: Bcur|XP_011185903.1 Bdor|XP_011213587.1 Bole|XP_014088074.1 Ccap|XP_004523568.1
orth3538: Bcur|XP_011179857.1 Bdor|XP_011205156.1 Bole|XP_014097555.1 Ccap|XP_004520059.1
orth3539: Bcur|XP_011179858.1 Bdor|XP_011205154.1 Bole|XP_014097559.1 Ccap|XP_012162870.1
orth3536: Bcur|XP_011179853.1 Bdor|XP_011205150.1 Bole|XP_014100321.1 Ccap|XP_012162872.1
orth3537: Bcur|XP_011179856.1 Bdor|XP_011205155.1 Bole|XP_014097556.1 Ccap|XP_004520147.1
orth3534: Bcur|XP_011179847.1 Bdor|XP_011205088.1 Bole|XP_014095235.1 Ccap|XP_004518751.2
orth3535: Bcur|XP_011179851.1 Bdor|XP_011205149.1 Bole|XP_014097560.1 Ccap|XP_004520066.1
orth3532: Bcur|XP_011179844.1 Bdor|XP_011205141.1 Bole|XP_014101037.1 Ccap|XP_004520148.2
orth3533: Bcur|XP_011179845.1 Bdor|XP_011205145.1 Bole|XP_014097561.1 Ccap|XP_004520069.1
orth3530: Bcur|XP_011179839.1 Bdor|XP_011205138.1 Bole|XP_014100342.1 Ccap|XP_004520079.1
orth3531: Bcur|XP_011179843.1 Bdor|XP_011205143.1 Bole|XP_014100674.1 Ccap|XP_012162879.1
orth8182: Bcur|XP_011190196.1 Bdor|XP_011197174.1 Bole|XP_014090080.1 Ccap|XP_004521517.1
orth8183: Bcur|XP_011190197.1 Bdor|XP_011197180.1 Bole|XP_014090126.1 Ccap|XP_004521518.1
orth8180: Bcur|XP_011190183.1 Bdor|XP_011214887.1 Bole|XP_014090471.1 Ccap|XP_012155217.1
orth8181: Bcur|XP_011190195.1 Bdor|XP_011197172.1 Bole|XP_014090066.1 Ccap|XP_004521516.1
orth8186: Bcur|XP_011190206.1 Bdor|XP_011197182.1 Bole|XP_014090695.1 Ccap|XP_004521519.1
orth8187: Bcur|XP_011190208.1 Bdor|XP_011197185.1 Bole|XP_014088459.1 Ccap|XP_004521601.2
orth8184: Bcur|XP_011190198.1 Bdor|XP_011197181.1 Bole|XP_014090102.1 Ccap|XP_004521600.1
orth8185: Bcur|XP_011190201.1 Bdor|XP_011197183.1 Bole|XP_014089927.1 Ccap|XP_012155228.1
orth8188: Bcur|XP_011190210.1 Bdor|XP_011197187.1 Bole|XP_014090335.1 Ccap|XP_012155230.1
orth7964: Bcur|XP_011189734.1 Bdor|XP_011200916.1 Bole|XP_014094621.1 Ccap|XP_012156613.1
orth9163: Bcur|XP_011192296.1 Bdor|XP_011203480.1 Bole|XP_014089949.1 Ccap|XP_004534217.1
orth9162: Bcur|XP_011192295.1 Bdor|XP_011203481.1 Bole|XP_014089984.1 Ccap|XP_012160485.1
orth6444: Bcur|XP_011186519.1 Bdor|XP_011201607.1 Bole|XP_014099489.1 Ccap|XP_012161153.1
orth10368: Bcur|XP_011195561.1 Bdor|XP_011205864.1 Bole|XP_014102957.1 Ccap|XP_004527020.1
orth10369: Bcur|XP_011195562.1 Bdor|XP_011205866.1 Bole|XP_014102947.1 Ccap|XP_004527023.1
orth10364: Bcur|XP_011195553.1 Bdor|XP_011205855.1 Bole|XP_014103028.1 Ccap|XP_012158136.1
orth10365: Bcur|XP_011195556.1 Bdor|XP_011205852.1 Bole|XP_014103076.1 Ccap|XP_004527009.1
orth10366: Bcur|XP_011195559.1 Bdor|XP_011205686.1 Bole|XP_014098737.1 Ccap|XP_012155715.1
orth10367: Bcur|XP_011195560.1 Bdor|XP_011205865.1 Bole|XP_014103061.1 Ccap|XP_004527021.1
orth10360: Bcur|XP_011195530.1 Bdor|XP_011205848.1 Bole|XP_014102936.1 Ccap|XP_004526991.1
orth10361: Bcur|XP_011195543.1 Bdor|XP_011205834.1 Bole|XP_014102933.1 Ccap|XP_004527003.1
orth10362: Bcur|XP_011195546.1 Bdor|XP_011205835.1 Bole|XP_014102935.1 Ccap|XP_004527004.1
orth10363: Bcur|XP_011195552.1 Bdor|XP_011205853.1 Bole|XP_014103029.1 Ccap|XP_012158134.1
orth9589: Bcur|XP_011193327.1 Bdor|XP_011207831.1 Bole|XP_014099714.1 Ccap|XP_012154762.1
orth9588: Bcur|XP_011193319.1 Bdor|XP_011204036.1 Bole|XP_014085797.1 Ccap|XP_012156105.1
orth9585: Bcur|XP_011193312.1 Bdor|XP_011213834.1 Bole|XP_014089637.1 Ccap|XP_004521032.1
orth9584: Bcur|XP_011193310.1 Bdor|XP_011209250.1 Bole|XP_014101206.1 Ccap|XP_004523999.1
orth9587: Bcur|XP_011193314.1 Bdor|XP_011209252.1 Bole|XP_014094000.1 Ccap|XP_012159006.1
orth9586: Bcur|XP_011193313.1 Bdor|XP_011209251.1 Bole|XP_014094011.1 Ccap|XP_004518545.1
orth9581: Bcur|XP_011193306.1 Bdor|XP_011209669.1 Bole|XP_014096727.1 Ccap|XP_004536808.1
orth9580: Bcur|XP_011193301.1 Bdor|XP_011209593.1 Bole|XP_014096728.1 Ccap|XP_004536809.1
orth9583: Bcur|XP_011193309.1 Bdor|XP_011209249.1 Bole|XP_014094510.1 Ccap|XP_004524000.1
orth9582: Bcur|XP_011193307.1 Bdor|XP_011204037.1 Bole|XP_014085829.1 Ccap|XP_012156022.1
orth10842: Bcur|XP_011196615.1 Bdor|XP_011209801.1 Bole|XP_014085514.1 Ccap|XP_004526582.1
orth4524: Bcur|XP_011181980.1 Bdor|XP_011213279.1 Bole|XP_014093496.1 Ccap|XP_004536108.1
orth4525: Bcur|XP_011181981.1 Bdor|XP_011204819.1 Bole|XP_014089022.1 Ccap|XP_004536515.1
orth4526: Bcur|XP_011181982.1 Bdor|XP_011203598.1 Bole|XP_014091830.1 Ccap|XP_004519870.1
orth4527: Bcur|XP_011181983.1 Bdor|XP_011213629.1 Bole|XP_014089025.1 Ccap|XP_004536514.1
orth4520: Bcur|XP_011181974.1 Bdor|XP_011213927.1 Bole|XP_014098986.1 Ccap|XP_004531591.1
orth4521: Bcur|XP_011181975.1 Bdor|XP_011208732.1 Bole|XP_014091900.1 Ccap|XP_012159050.1
orth4522: Bcur|XP_011181977.1 Bdor|XP_011208711.1 Bole|XP_014090660.1 Ccap|XP_012158990.1
orth4523: Bcur|XP_011181979.1 Bdor|XP_011213280.1 Bole|XP_014093498.1 Ccap|XP_004536109.1
orth4528: Bcur|XP_011181987.1 Bdor|XP_011198717.1 Bole|XP_014089013.1 Ccap|XP_004536451.1
orth4529: Bcur|XP_011181989.1 Bdor|XP_011198719.1 Bole|XP_014089016.1 Ccap|XP_004536450.1
orth3623: Bcur|XP_011180025.1 Bdor|XP_011199140.1 Bole|XP_014096609.1 Ccap|XP_004521022.1
orth5927: Bcur|XP_011185346.1 Bdor|XP_011213781.1 Bole|XP_014092831.1 Ccap|XP_004521652.1
