orth2333: Afra|m.10026 Aobl|m.12854 Asus|M.10026_R0 Bcor|m.49852 Bcur|XP_011176775.1 Bdor|XP_011207020.1 Bjar|m.26921 Blat|m.41225 Bmin|m.16652 Bole|XP_014097011.1 Btry|M.41225_R0 Bzon|m.21935 Ccap|XP_004523616.1
orth7215: Afra|m.43796 Asus|M.43796_R0 Bcor|m.31503 Bcur|XP_011194970.1 Bdor|XP_011199273.1 Bjar|m.2073 Blat|m.63008 Bole|XP_014093624.1 Btry|M.63008_R0 Bzon|m.42190 Ccap|XP_004526292.1
orth7216: Afra|m.43806 Asus|M.43806_R0 Bcor|m.48012 Bcur|XP_011194506.1 Bdor|XP_011202825.1 Bjar|m.14745 Blat|m.28021 Bole|XP_014086802.1 Btry|M.28021_R0 Bzon|m.29689 Ccap|XP_004523185.1
orth7217: Afra|m.43816 Aobl|m.4782 Asus|M.43816_R0 Bcor|m.6456 Bcur|XP_011190016.1 Bdor|XP_011207009.1 Blat|m.40539 Bole|XP_014089118.1 Btry|M.40539_R0 Bzon|m.55298 Ccap|XP_004536196.1
orth7218: Afra|m.43821 Asus|M.43821_R0 Bcor|m.1995 Bcur|XP_011182757.1 Bdor|XP_011205820.1 Blat|m.2938 Bmin|m.4030 Bole|XP_014102993.1 Btry|M.2938_R0 Bzon|m.28242 Ccap|XP_012162042.1
orth7219: Afra|m.43885 Asus|M.43885_R0 Bcor|m.6644 Bcur|XP_011186805.1 Bdor|XP_011197760.1 Blat|m.4667 Bmin|m.4537 Bole|XP_014089439.1 Btry|M.4666_R0 Bzon|m.46999 Ccap|XP_004520290.1
orth7220: Afra|m.43926 Aobl|m.11549 Asus|M.43926_R0 Bcor|m.32882 Bcur|XP_011188821.1 Bdor|XP_011199417.1 Blat|m.27100 Bole|XP_014086248.1 Btry|M.27104_R0 Bzon|m.11761 Ccap|XP_004533247.1
orth7221: Afra|m.43929 Asus|M.43929_R0 Bcor|m.14430 Bcur|XP_011184734.1 Bdor|XP_011210389.1 Blat|m.64417 Bmin|m.7426 Bole|XP_014094544.1 Btry|M.64417_R0 Bzon|m.13899 Ccap|XP_004530151.1
orth7223: Afra|m.4397 Asus|M.4397_R0 Bcor|m.3080 Bcur|XP_011176973.1 Bdor|XP_011211779.1 Bjar|m.21574 Blat|m.15340 Bole|XP_014092772.1 Btry|M.15340_R0 Bzon|m.16504 Ccap|XP_004520414.1
orth7224: Afra|m.43989 Aobl|m.18990 Asus|M.43989_R0 Bcor|m.29930 Bcur|XP_011192796.1 Bdor|XP_011198614.1 Blat|m.11462 Bole|XP_014089830.1 Btry|M.11462_R0 Bzon|m.49765 Ccap|XP_004530724.1
orth7225: Afra|m.44005 Aobl|m.20892 Asus|M.44005_R0 Bcor|m.47249 Bcur|XP_011180439.1 Bdor|XP_011203442.1 Blat|m.31256 Bole|XP_014097245.1 Btry|M.31256_R0 Bzon|m.40307 Ccap|XP_004529938.1
orth7226: Afra|m.44030 Aobl|m.18682 Asus|M.44030_R0 Bcor|m.2424 Bcur|XP_011189257.1 Bdor|XP_011199190.1 Blat|m.38586 Bmin|m.9923 Bole|XP_014100138.1 Bzon|m.50589 Ccap|XP_004520896.1
orth7227: Afra|m.44033 Aobl|m.3121 Asus|M.44033_R0 Bcor|m.41246 Bcur|XP_011184931.1 Bdor|XP_011206737.1 Blat|m.43032 Bole|XP_014089554.1 Btry|M.43032_R0 Bzon|m.42711 Ccap|XP_004524081.1
orth7228: Afra|m.44050 Asus|M.44050_R0 Bcor|m.14381 Bcur|XP_011191985.1 Bdor|XP_011209560.1 Bjar|m.13517 Blat|m.38549 Bole|XP_014097795.1 Btry|M.38549_R0 Bzon|m.3384 Ccap|XP_004518217.1
orth7229: Afra|m.44058 Bcor|m.16701 Bcur|XP_011193161.1 Bdor|XP_011203578.1 Bjar|m.1984 Blat|m.17024 Bmin|m.7159 Bole|XP_014095843.1 Btry|M.17022_R0 Bzon|m.776 Ccap|XP_004537882.1
orth7230: Afra|m.44093 Aobl|m.15845 Bcor|m.8673 Bcur|XP_011188313.1 Bdor|XP_011211728.1 Bjar|m.15953 Blat|m.2547 Bole|XP_014086649.1 Btry|M.2547_R0 Bzon|m.48417 Ccap|XP_004530183.1
orth7231: Afra|m.44097 Aobl|m.11707 Asus|M.44097_R0 Bcor|m.25077 Bcur|XP_011177005.1 Bdor|XP_011203201.1 Blat|m.25648 Bole|XP_014091755.1 Btry|M.25648_R0 Bzon|m.49457 Ccap|XP_004520398.1
orth7232: Afra|m.44102 Asus|M.44102_R0 Bcor|m.25748 Bcur|XP_011192743.1 Bdor|XP_011197944.1 Blat|m.34040 Bmin|m.10182 Bole|XP_014100120.1 Btry|M.34040_R0 Bzon|m.32161 Ccap|XP_004520570.1
orth7233: Afra|m.44119 Bcor|m.45710 Bcur|XP_011182167.1 Bdor|XP_011212309.1 Bjar|m.5312 Blat|m.32904 Bmin|m.10152 Bole|XP_014096012.1 Btry|M.32904_R0 Bzon|m.45619 Ccap|XP_004534439.1
orth7234: Afra|m.44127 Asus|M.44127_R0 Bcor|m.50101 Bcur|XP_011179178.1 Bdor|XP_011203077.1 Blat|m.1111 Bmin|m.1071 Bole|XP_014103518.1 Btry|M.1111_R0 Bzon|m.53573 Ccap|XP_012161968.1
orth7235: Afra|m.44161 Aobl|m.16833 Bcor|m.38114 Bcur|XP_011187790.1 Bdor|XP_011200539.1 Blat|m.5282 Bmin|m.12690 Bole|XP_014099146.1 Btry|M.5282_R0 Bzon|m.9274 Ccap|XP_012161078.1
orth7236: Afra|m.44179 Aobl|m.3142 Asus|M.44180_R0 Bcor|m.27053 Bcur|XP_011183793.1 Bdor|XP_011212718.1 Bjar|m.11968 Blat|m.62041 Bole|XP_014089355.1 Bzon|m.44216 Ccap|XP_004527053.1
orth7237: Afra|m.44181 Asus|M.44181_R0 Bcor|m.13813 Bcur|XP_011179236.1 Bdor|XP_011210251.1 Bjar|m.7274 Blat|m.229 Bole|XP_014103544.1 Btry|M.229_R0 Bzon|m.40846 Ccap|XP_004535612.1
orth7238: Afra|m.44213 Asus|M.44213_R0 Bcor|m.48595 Bcur|XP_011181675.1 Bdor|XP_011214044.1 Blat|m.30375 Bmin|m.12810 Bole|XP_014098692.1 Btry|M.30375_R0 Bzon|m.42826 Ccap|XP_004527386.1
orth7240: Afra|m.44227 Aobl|m.18882 Bcor|m.2389 Bcur|XP_011185082.1 Bdor|XP_011200430.1 Blat|m.57647 Bmin|m.12555 Bole|XP_014088415.1 Btry|M.57647_R0 Bzon|m.52424 Ccap|XP_012160940.1
orth7241: Afra|m.44237 Asus|M.44237_R0 Bcor|m.2471 Bcur|XP_011186088.1 Bdor|XP_011204677.1 Bjar|m.10840 Blat|m.19141 Bole|XP_014099038.1 Btry|M.19139_R0 Bzon|m.24438 Ccap|XP_012157401.1
orth7243: Afra|m.44293 Aobl|m.14359 Asus|M.44293_R0 Bcor|m.5202 Bcur|XP_011195699.1 Bdor|XP_011213226.1 Blat|m.8767 Bmin|m.20941 Bole|XP_014103777.1 Bzon|m.49052 Ccap|XP_004523792.1
orth7244: Afra|m.44299 Asus|M.44299_R0 Bcor|m.11185 Bcur|XP_011177745.1 Bdor|XP_011214746.1 Bjar|m.10744 Blat|m.2542 Bole|XP_014098164.1 Btry|M.2542_R0 Bzon|m.54002 Ccap|XP_004531024.1
orth7245: Afra|m.44304 Aobl|m.6366 Bcor|m.18229 Bcur|XP_011177601.1 Bdor|XP_011205113.1 Blat|m.40795 Bmin|m.17861 Bole|XP_014087510.1 Btry|M.40795_R0 Bzon|m.47596 Ccap|XP_012162902.1
orth7247: Afra|m.44400 Aobl|m.5711 Asus|M.44400_R0 Bcor|m.94 Bcur|XP_011185522.1 Bdor|XP_011211147.1 Blat|m.8135 Bole|XP_014090039.1 Btry|M.8135_R0 Bzon|m.7446 Ccap|XP_004519583.1
orth7248: Afra|m.44412 Asus|M.44412_R0 Bcor|m.254 Bcur|XP_011179326.1 Bdor|XP_011210164.1 Bjar|m.8856 Blat|m.56682 Bole|XP_014092559.1 Btry|M.56682_R0 Bzon|m.40947 Ccap|XP_004518285.1
orth7249: Afra|m.44426 Asus|M.44426_R0 Bcor|m.17258 Blat|m.3275 Btry|M.3272_R0 Ccap|XP_012158043.1 Bjar|m.20605 Bzon|m.12970 Bcur|XP_011183713.1 Bdor|XP_011210899.1 Bole|XP_014090356.1
orth7250: Afra|m.44452 Asus|M.44452_R0 Bcor|m.44828 Bcur|XP_011176510.1 Bdor|XP_011208055.1 Blat|m.63339 Bmin|m.2160 Bole|XP_014089322.1 Btry|M.63339_R0 Bzon|m.5941 Ccap|XP_004522295.1
orth7251: Afra|m.44465 Aobl|m.6155 Asus|M.44465_R0 Bcor|m.2326 Bcur|XP_011176984.1 Bdor|XP_011203193.1 Blat|m.7385 Bole|XP_014093282.1 Btry|M.7385_R0 Bzon|m.47775 Ccap|XP_004520405.1
orth7252: Afra|m.4449 Aobl|m.25260 Bcor|m.4001 Bcur|XP_011191991.1 Bdor|XP_011214634.1 Blat|m.9026 Bmin|m.12966 Bole|XP_014098289.1 Btry|M.9026_R0 Bzon|m.35684 Ccap|XP_004518218.1
orth7253: Afra|m.44491 Asus|M.44491_R0 Bcor|m.28764 Bcur|XP_011192688.1 Bdor|XP_011202906.1 Bjar|m.2975 Blat|m.47828 Bole|XP_014095076.1 Btry|M.47828_R0 Bzon|m.37952 Ccap|XP_004518736.1
orth7254: Afra|m.44494 Aobl|m.2671 Bcor|m.49054 Bcur|XP_011183975.1 Bdor|XP_011203754.1 Blat|m.58993 Bmin|m.12549 Bole|XP_014089542.1 Btry|M.58993_R0 Bzon|m.26823 Ccap|XP_004537322.1
orth7255: Afra|m.44514 Asus|M.44514_R0 Bcor|m.1176 Bcur|XP_011179332.1 Bdor|XP_011210159.1 Blat|m.52747 Bmin|m.25224 Bole|XP_014092545.1 Btry|M.52747_R0 Bzon|m.9745 Ccap|XP_004517950.1
orth7256: Afra|m.44516 Asus|M.44516_R0 Bcor|m.11494 Bcur|XP_011187930.1 Bdor|XP_011209118.1 Blat|m.34107 Bmin|m.13379 Bole|XP_014096583.1 Btry|M.34107_R0 Bzon|m.14483 Ccap|XP_004534587.1
orth7257: Afra|m.44518 Asus|M.44518_R0 Bcor|m.2130 Bcur|XP_011196741.1 Bdor|XP_011209921.1 Blat|m.30518 Bmin|m.1663 Bole|XP_014085140.1 Btry|M.30518_R0 Bzon|m.31213 Ccap|XP_004535800.1
orth7259: Afra|m.4456 Aobl|m.17285 Asus|M.4454_R0 Bcor|m.12300 Bcur|XP_011177244.1 Bdor|XP_011208542.1 Blat|m.19838 Bole|XP_014087052.1 Btry|M.19837_R0 Bzon|m.9937 Ccap|XP_004529685.1
orth7260: Afra|m.44636 Aobl|m.9720 Asus|M.44636_R0 Bcor|m.28517 Bcur|XP_011195565.1 Bdor|XP_011205868.1 Blat|m.7926 Bole|XP_014102965.1 Btry|M.7926_R0 Bzon|m.17049 Ccap|XP_004527026.1
orth7261: Afra|m.44642 Aobl|m.16162 Asus|M.44642_R0 Bcor|m.43424 Bcur|XP_011183971.1 Bdor|XP_011203749.1 Blat|m.52931 Bole|XP_014089507.1 Btry|M.52931_R0 Bzon|m.48142 Ccap|XP_004537324.1
orth7263: Afra|m.44647 Asus|M.44647_R0 Bcor|m.450 Bcur|XP_011196245.1 Bdor|XP_011198666.1 Bjar|m.2677 Blat|m.21532 Bole|XP_014102477.1 Btry|M.21532_R0 Bzon|m.9439 Ccap|XP_004537486.1
orth7264: Afra|m.447 Aobl|m.8778 Asus|M.447_R0 Bcor|m.18001 Bcur|XP_011192498.1 Bdor|XP_011208235.1 Blat|m.25609 Bole|XP_014098302.1 Btry|M.25609_R0 Bzon|m.6993 Ccap|XP_004524738.1
orth7265: Afra|m.44700 Asus|M.44701_R0 Bcor|m.48406 Bcur|XP_011182030.1 Bdor|XP_011198679.1 Bjar|m.17810 Blat|m.6985 Bole|XP_014092048.1 Btry|M.6985_R0 Bzon|m.45023 Ccap|XP_012161120.1
orth7266: Afra|m.44709 Asus|M.44709_R0 Bcor|m.11057 Bcur|XP_011191951.1 Bdor|XP_011210645.1 Bjar|m.11457 Blat|m.30019 Bole|XP_014086974.1 Btry|M.30019_R0 Bzon|m.14010 Ccap|XP_004521798.1
orth7267: Afra|m.44722 Asus|M.44722_R0 Bcor|m.47688 Bcur|XP_011190300.1 Bdor|XP_011200594.1 Bjar|m.8010 Blat|m.201 Bole|XP_014090889.1 Btry|M.194_R0 Bzon|m.16476 Ccap|XP_004537708.1
orth7269: Afra|m.44742 Asus|M.44742_R0 Bcor|m.47433 Bcur|XP_011194961.1 Bdor|XP_011205668.1 Blat|m.374 Bmin|m.12547 Bole|XP_014090847.1 Btry|M.374_R0 Bzon|m.11873 Ccap|XP_004522406.1
orth7270: Afra|m.44764 Asus|M.44764_R0 Bcor|m.10950 Bcur|XP_011192381.1 Bdor|XP_011201701.1 Blat|m.14058 Bmin|m.9789 Bole|XP_014085726.1 Btry|M.14058_R0 Bzon|m.2928 Ccap|XP_004522805.1
orth7271: Afra|m.44767 Asus|M.44767_R0 Bcor|m.31715 Bcur|XP_011185359.1 Bdor|XP_011213430.1 Blat|m.2366 Bole|XP_014099998.1 Btry|M.2366_R0 Bzon|m.819 Ccap|XP_004521629.1 Bmin|m.2035
orth7272: Afra|m.44770 Asus|M.44770_R0 Bcor|m.15090 Bcur|XP_011176525.1 Bdor|XP_011208172.1 Blat|m.30903 Bmin|m.7703 Bole|XP_014093947.1 Btry|M.30903_R0 Bzon|m.2381 Ccap|XP_012161988.1
orth7273: Afra|m.44803 Bcor|m.31333 Bcur|XP_011182152.1 Bdor|XP_011212326.1 Bjar|m.13974 Blat|m.64257 Bmin|m.5694 Bole|XP_014095330.1 Btry|M.64257_R0 Bzon|m.28896 Ccap|XP_012160594.1
orth7274: Afra|m.44824 Aobl|m.17568 Asus|M.44824_R0 Bcor|m.21889 Bcur|XP_011189203.1 Bdor|XP_011204774.1 Blat|m.26144 Bmin|m.7612 Bole|XP_014103718.1 Btry|M.26144_R0 Ccap|XP_004525885.1
orth7275: Afra|m.44857 Aobl|m.8804 Asus|M.44857_R0 Bcor|m.11856 Bcur|XP_011180253.1 Bdor|XP_011199049.1 Blat|m.52424 Bole|XP_014090514.1 Btry|M.52424_R0 Bzon|m.11717 Ccap|XP_004531383.1
orth7276: Afra|m.4486 Bcor|m.3184 Bcur|XP_011186596.1 Bdor|XP_011213982.1 Bjar|m.29556 Blat|m.2518 Bmin|m.2197 Bole|XP_014102599.1 Btry|M.2518_R0 Bzon|m.25328 Ccap|XP_004537908.1
orth7278: Afra|m.44950 Asus|M.44950_R0 Bcor|m.24295 Bcur|XP_011197047.1 Bdor|XP_011203020.1 Blat|m.56442 Bmin|m.3573 Bole|XP_014088719.1 Btry|M.56442_R0 Bzon|m.38756 Ccap|XP_004536936.1
orth7279: Afra|m.44984 Asus|M.44984_R0 Bcor|m.26313 Bcur|XP_011191147.1 Bdor|XP_011212421.1 Bjar|m.2895 Blat|m.10573 Bole|XP_014087170.1 Btry|M.10573_R0 Bzon|m.466 Ccap|XP_004519296.1
orth7280: Afra|m.45000 Asus|M.45000_R0 Bcor|m.42327 Bcur|XP_011178389.1 Bdor|XP_011207862.1 Blat|m.27733 Bmin|m.4328 Bole|XP_014086494.1 Btry|M.27733_R0 Bzon|m.43859 Ccap|XP_004526631.1
orth7281: Afra|m.45018 Aobl|m.7652 Asus|M.45018_R0 Bcor|m.42492 Bcur|XP_011196499.1 Bdor|XP_011209692.1 Blat|m.49440 Bole|XP_014100295.1 Btry|M.49440_R0 Bzon|m.19110 Ccap|XP_004534935.1
orth7284: Afra|m.45057 Aobl|m.10385 Asus|M.45057_R0 Bcor|m.23100 Bcur|XP_011192989.1 Bdor|XP_011204059.1 Blat|m.58796 Bmin|m.25823 Bole|XP_014096529.1 Bzon|m.44638 Ccap|XP_004521270.1
orth7285: Afra|m.45058 Aobl|m.14965 Bcor|m.26054 Bcur|XP_011181641.1 Bdor|XP_011199787.1 Bjar|m.6904 Blat|m.36536 Bole|XP_014100739.1 Btry|M.36536_R0 Bzon|m.33631 Ccap|XP_004529727.1
orth7286: Afra|m.45061 Asus|M.45061_R0 Bcor|m.17512 Bcur|XP_011186060.1 Bdor|XP_011212542.1 Blat|m.7849 Bmin|m.11726 Bole|XP_014091625.1 Btry|M.7849_R0 Bzon|m.33363 Ccap|XP_004523498.1
orth7287: Afra|m.45064 Aobl|m.15870 Asus|M.45064_R0 Bcor|m.490 Bcur|XP_011182102.1 Bdor|XP_011203615.1 Blat|m.485 Bole|XP_014091794.1 Btry|M.485_R0 Bzon|m.1462 Ccap|XP_004519878.1
orth7288: Afra|m.45074 Aobl|m.14204 Asus|M.45074_R0 Bcor|m.25347 Bcur|XP_011182818.1 Bdor|XP_011200836.1 Blat|m.14512 Bole|XP_014102966.1 Btry|M.14512_R0 Bzon|m.49848 Ccap|XP_004521659.1
orth7289: Afra|m.45081 Aobl|m.14417 Bcor|m.49758 Bcur|XP_011183774.1 Bdor|XP_011210953.1 Bjar|m.28268 Blat|m.57475 Bole|XP_014093539.1 Btry|M.57473_R0 Bzon|m.26009 Ccap|XP_004526917.1
orth7290: Afra|m.45082 Asus|M.45082_R0 Bcor|m.32973 Bcur|XP_011188603.1 Bdor|XP_011211787.1 Blat|m.26595 Bmin|m.12345 Bole|XP_014100472.1 Btry|M.26595_R0 Bzon|m.42545 Ccap|XP_004520606.1
orth7291: Afra|m.4513 Asus|M.4513_R0 Bcor|m.16383 Bcur|XP_011181466.1 Bdor|XP_011205587.1 Blat|m.32764 Bmin|m.20315 Bole|XP_014102762.1 Btry|M.32764_R0 Bzon|m.29614 Ccap|XP_004533449.1
orth7292: Afra|m.45216 Asus|M.45215_R0 Bcor|m.9174 Bcur|XP_011185772.1 Bdor|XP_011210603.1 Blat|m.41307 Bmin|m.9163 Bole|XP_014086970.1 Btry|M.41307_R0 Bzon|m.21329 Ccap|XP_004521764.1
orth7293: Afra|m.4522 Asus|M.4524_R0 Bcor|m.42469 Bcur|XP_011179371.1 Bdor|XP_011206531.1 Bjar|m.3316 Blat|m.26071 Bole|XP_014102073.1 Btry|M.26071_R0 Bzon|m.2601 Ccap|XP_004517757.1
orth7294: Afra|m.45230 Asus|M.45230_R0 Bcor|m.31869 Bcur|XP_011187578.1 Bdor|XP_011213221.1 Bjar|m.8517 Blat|m.26878 Bole|XP_014097286.1 Btry|M.26878_R0 Ccap|XP_004536728.1 Bzon|m.38617
orth7295: Afra|m.45240 Aobl|m.13318 Asus|M.45240_R0 Bcor|m.45175 Bcur|XP_011182020.1 Bdor|XP_011198691.1 Blat|m.40258 Bole|XP_014092057.1 Btry|M.40258_R0 Bzon|m.43370 Ccap|XP_004536432.1
orth7296: Afra|m.4527 Aobl|m.3305 Bcor|m.3096 Bcur|XP_011180630.1 Bdor|XP_011208999.1 Bjar|m.4249 Blat|m.28148 Bole|XP_014089932.1 Btry|M.28148_R0 Bzon|m.39018 Ccap|XP_004525162.1
orth7297: Afra|m.45322 Aobl|m.17088 Asus|M.45322_R0 Bcor|m.25060 Bcur|XP_011186101.1 Bdor|XP_011214499.1 Blat|m.26150 Bole|XP_014098125.1 Btry|M.26150_R0 Bzon|m.4914 Ccap|XP_004525693.1
orth7298: Afra|m.45325 Aobl|m.19919 Asus|M.45325_R0 Bcor|m.4673 Bcur|XP_011193453.1 Bdor|XP_011209270.1 Blat|m.61311 Bole|XP_014094019.1 Btry|M.61311_R0 Bzon|m.34603 Ccap|XP_004518494.1
orth7300: Afra|m.45473 Asus|M.45473_R0 Bcor|m.49885 Bcur|XP_011178683.1 Bdor|XP_011210007.1 Blat|m.35209 Bmin|m.1373 Bole|XP_014096911.1 Btry|M.35209_R0 Bzon|m.10129 Ccap|XP_004533366.2
orth7301: Afra|m.45481 Asus|M.45481_R0 Bcor|m.51098 Bcur|XP_011187511.1 Bdor|XP_011202860.1 Blat|m.47508 Bmin|m.5888 Bole|XP_014087615.1 Btry|M.47509_R0 Bzon|m.4346 Ccap|XP_004534983.1
orth7302: Afra|m.45518 Asus|M.45518_R0 Bcor|m.29837 Bcur|XP_011197097.1 Bdor|XP_011210315.1 Blat|m.35587 Bmin|m.8465 Bole|XP_014088722.1 Btry|M.35587_R0 Bzon|m.16829 Ccap|XP_004537294.1
orth7303: Afra|m.45523 Asus|M.45521_R0 Bcor|m.48159 Bcur|XP_011193783.1 Bdor|XP_011202100.1 Blat|m.47871 Bole|XP_014100385.1 Btry|M.47871_R0 Bzon|m.20722 Ccap|XP_004527506.1 Bmin|m.3291
orth7304: Afra|m.45562 Aobl|m.23518 Asus|M.45562_R0 Bcor|m.7023 Bcur|XP_011192441.1 Bdor|XP_011197551.1 Blat|m.39396 Bole|XP_014103290.1 Btry|M.39396_R0 Bzon|m.23003 Ccap|XP_004537797.1
orth7305: Afra|m.4558 Asus|M.4558_R0 Bcor|m.40017 Bcur|XP_011195918.1 Bdor|XP_011207400.1 Blat|m.46033 Bmin|m.23522 Bole|XP_014098746.1 Btry|M.46033_R0 Bzon|m.33051 Ccap|XP_012157220.1
orth7307: Afra|m.45673 Asus|M.45673_R0 Bcor|m.50568 Bcur|XP_011195631.1 Bdor|XP_011205918.1 Blat|m.38902 Bmin|m.1056 Bole|XP_014095299.1 Btry|M.38902_R0 Bzon|m.14131 Ccap|XP_004523846.1
orth7309: Afra|m.4573 Aobl|m.9448 Asus|M.4573_R0 Bcor|m.42060 Bcur|XP_011192799.1 Bdor|XP_011204071.1 Blat|m.22925 Bole|XP_014100225.1 Btry|M.22925_R0 Bzon|m.10578 Ccap|XP_004521276.1
orth7310: Afra|m.45745 Asus|M.45745_R0 Bcor|m.12748 Bcur|XP_011192274.1 Bdor|XP_011213079.1 Blat|m.61046 Bmin|m.8087 Bole|XP_014094793.1 Btry|M.61046_R0 Bzon|m.25542 Ccap|XP_004526127.1
orth7311: Afra|m.45788 Aobl|m.16543 Asus|M.45787_R0 Bcor|m.2859 Bcur|XP_011197050.1 Bdor|XP_011203022.1 Blat|m.51311 Bole|XP_014088720.1 Btry|M.51311_R0 Bzon|m.22559 Ccap|XP_004536938.1
orth7312: Afra|m.45795 Asus|M.45795_R0 Bcor|m.21567 Bcur|XP_011179599.1 Bdor|XP_011200171.1 Blat|m.37396 Bmin|m.7607 Bole|XP_014087180.1 Btry|M.37396_R0 Bzon|m.43613 Ccap|XP_004525224.1
orth7313: Afra|m.4580 Asus|M.4575_R0 Bcor|m.6981 Bcur|XP_011187386.1 Bdor|XP_011200782.1 Blat|m.43521 Bmin|m.10129 Bole|XP_014089609.1 Btry|M.43521_R0 Bzon|m.11127 Ccap|XP_004524666.1
orth7314: Afra|m.45810 Aobl|m.765 Asus|M.45810_R0 Bcor|m.50749 Bcur|XP_011188410.1 Bdor|XP_011202020.1 Blat|m.7696 Bole|XP_014087770.1 Btry|M.7696_R0 Bzon|m.33221 Ccap|XP_012158251.1
orth7315: Afra|m.4585 Asus|M.4585_R0 Bcor|m.42520 Bcur|XP_011184138.1 Bdor|XP_011198460.1 Blat|m.9997 Bmin|m.8269 Bole|XP_014098207.1 Btry|M.9997_R0 Bzon|m.44743 Ccap|XP_012156584.1
orth7316: Afra|m.45855 Asus|M.45855_R0 Bcor|m.22000 Bcur|XP_011185553.1 Bdor|XP_011211174.1 Blat|m.43110 Bmin|m.2794 Bole|XP_014090047.1 Btry|M.43110_R0 Bzon|m.26122 Ccap|XP_004518342.1
orth7317: Afra|m.45868 Aobl|m.527 Asus|M.45868_R0 Bcor|m.28248 Bcur|XP_011183612.1 Bdor|XP_011210815.1 Blat|m.49534 Bole|XP_014100932.1 Btry|M.49534_R0 Bzon|m.12798 Ccap|XP_012159419.1
orth7318: Afra|m.4587 Asus|M.4586_R0 Bcor|m.20511 Bcur|XP_011185647.1 Bdor|XP_011211272.1 Blat|m.45303 Bmin|m.1621 Bole|XP_014088886.1 Btry|M.45303_R0 Bzon|m.5952 Ccap|XP_004537196.1
orth7319: Afra|m.45881 Aobl|m.3374 Asus|M.45881_R0 Bcor|m.22663 Bcur|XP_011183990.1 Bdor|XP_011203770.1 Blat|m.15333 Bole|XP_014089515.1 Btry|M.15333_R0 Bzon|m.33193 Ccap|XP_004537372.1
orth7320: Afra|m.45890 Asus|M.45890_R0 Bcor|m.13849 Bcur|XP_011179913.1 Bdor|XP_011198508.1 Blat|m.36585 Bmin|m.2397 Bole|XP_014097988.1 Btry|M.36585_R0 Bzon|m.7483 Ccap|XP_004535094.1
orth7321: Afra|m.45927 Asus|M.45927_R0 Bcor|m.5026 Bcur|XP_011185916.1 Bdor|XP_011213568.1 Blat|m.7777 Bmin|m.2754 Bole|XP_014088209.1 Btry|M.7777_R0 Bzon|m.54294 Ccap|XP_004523556.1
orth7322: Afra|m.4593 Aobl|m.6779 Asus|M.4593_R0 Bcor|m.17619 Bcur|XP_011178625.1 Bdor|XP_011207625.1 Blat|m.49661 Bole|XP_014097956.1 Btry|M.49661_R0 Bzon|m.40487 Ccap|XP_004530249.1
orth7323: Afra|m.45934 Asus|M.45934_R0 Bcor|m.29140 Bcur|XP_011186477.1 Bdor|XP_011212805.1 Blat|m.10907 Bmin|m.4279 Bole|XP_014095170.1 Btry|M.10906_R0 Bzon|m.31455 Ccap|XP_004524611.1
orth7324: Afra|m.45939 Aobl|m.14848 Bcor|m.1197 Bcur|XP_011191401.1 Bdor|XP_011212497.1 Blat|m.6872 Bmin|m.3247 Bole|XP_014090569.1 Btry|M.6872_R0 Bzon|m.42397 Ccap|XP_004523421.1
orth7325: Afra|m.45982 Aobl|m.6209 Asus|M.45982_R0 Bcor|m.23249 Bcur|XP_011190322.1 Bdor|XP_011205293.1 Blat|m.7815 Bole|XP_014096886.1 Btry|M.7815_R0 Bzon|m.33780 Ccap|XP_012161351.1
orth7326: Afra|m.4599 Asus|M.4599_R0 Bcor|m.15610 Bcur|XP_011195023.1 Bdor|XP_011204458.1 Blat|m.29906 Bmin|m.5608 Bole|XP_014092674.1 Btry|M.29906_R0 Bzon|m.53714 Ccap|XP_004524374.1
orth7327: Afra|m.45998 Aobl|m.8773 Asus|M.45998_R0 Bcor|m.12535 Bcur|XP_011195246.1 Bdor|XP_011209235.1 Blat|m.8333 Bmin|m.12056 Bole|XP_014097647.1 Bzon|m.49383 Ccap|XP_004524315.1
orth7328: Afra|m.4600 Aobl|m.11217 Asus|M.4600_R0 Bcor|m.65 Bcur|XP_011195034.1 Bdor|XP_011204459.1 Blat|m.27943 Bole|XP_014092675.1 Btry|M.27943_R0 Bzon|m.37074 Ccap|XP_004524375.1
orth7330: Afra|m.46078 Aobl|m.27163 Asus|M.46078_R0 Bcor|m.6763 Bcur|XP_011185227.1 Bdor|XP_011201840.1 Blat|m.54221 Bole|XP_014101165.1 Btry|M.54235_R0 Bzon|m.45775 Ccap|XP_004524885.1
orth7332: Afra|m.46124 Asus|M.46124_R0 Bcor|m.43651 Bcur|XP_011177913.1 Bdor|XP_011205719.1 Bjar|m.7659 Blat|m.16165 Bole|XP_014093798.1 Btry|M.16166_R0 Bzon|m.30071 Ccap|XP_012155491.1
orth7333: Afra|m.46139 Asus|M.46139_R0 Bcor|m.38082 Bcur|XP_011196300.1 Bdor|XP_011202225.1 Bjar|m.24863 Blat|m.11149 Bole|XP_014102878.1 Btry|M.11149_R0 Bzon|m.47978 Ccap|XP_012157805.1
orth7334: Afra|m.46265 Aobl|m.23174 Bcor|m.11784 Bcur|XP_011186147.1 Bdor|XP_011214505.1 Blat|m.50338 Bmin|m.7502 Bole|XP_014095191.1 Btry|M.50338_R0 Bzon|m.55678 Ccap|XP_004525691.1
